run,lumi,evt
319524,424,589127266
319524,459,646148193
319579,72,54013769
319579,85,72533150
319579,85,72630080
319579,88,76836283
319579,152,172048399
319579,184,217491969
319579,185,218946245
319579,223,273957105
319579,231,285424416
319579,231,285522093
319991,285,403014903
319991,304,431470762
319991,307,437103755
319991,311,443044554
319991,313,445410109
319991,319,455272476
319991,325,463244863
319991,331,472077171
320038,331,480902557
320038,337,492310444
319991,375,546116116
319991,385,564206438
319991,411,607962902
319991,415,614028663
319991,418,619473527
319991,425,630818745
319991,427,634367285
319991,429,638384630
319991,493,740539798
319991,498,748796314
319991,518,780292443
319991,550,831844548
319991,653,1012245230
319524,83,74302941
319524,92,87292674
319524,141,157394965
319524,169,198611576
319524,182,216918386
319524,203,247036197
319524,228,282323722
319524,247,308233807
319524,261,327311994
319524,280,358586256
319524,308,403328528
319524,317,418750306
319524,396,543876348
319991,198,269144135
319991,203,277002289
319991,209,286544469
319991,225,312790495
319991,256,359405159
319991,270,380096333
319991,272,382883976
319991,273,384304016
319991,275,387885711
319991,276,389610571
320038,195,264527333
320038,197,267126579
320038,267,374504112
320038,287,405106809
319756,1962,3093090965
320038,357,527562300
320038,475,718586802
320038,593,922754704
320038,594,924391104
320038,594,924641503
320038,599,933426301
319503,214,326293132
319528,200,259672390
319528,205,265150722
319579,368,501297059
319579,398,550887227
319579,413,575245972
319579,417,581999489
319579,423,591196256
319579,425,593874741
319625,69,95625998
319625,72,99863023
319625,105,153212985
319639,61,56653829
319849,13,21186123
319849,2,2374512
319849,8,12032636
319849,43,69961083
319849,77,123324489
319849,167,269553647
319849,189,309938488
319941,93,97826520
319941,118,146485262
319991,680,1056183863
319449,413,579434050
319449,471,673404595
319449,471,673274238
319449,529,764587689
319449,568,822307338
319449,577,835338925
319450,216,326377952
319450,246,374353594
319524,907,1346073684
319524,909,1349424460
319524,920,1365873874
319579,2615,4047848731
319579,2642,4084140036
319579,2671,4123915338
319657,60,93261251
319657,69,106495191
319657,77,121462303
319657,79,124607868
319657,84,132671514
319524,1345,2011076433
319526,1,1168889
319526,11,19049000
319526,18,30946445
319840,218,325238160
319841,44,67048927
319841,45,69888539
319841,57,87206323
319841,72,110549648
320012,63,103707879
320012,30,47034099
320040,603,945155746
320040,604,946045312
320040,656,1027167023
320040,679,1060872031
320040,692,1080286415
319347,210,276009817
319347,297,394620758
319347,326,431976428
319347,326,432178863
319347,372,488413468
319347,407,531160070
319347,410,535426666
319347,412,537564387
